sample_id,OTU_13,OTU_1394,OTU_7,OTU_6,OTU_1303,OTU_46,OTU_1698,OTU_93,OTU_3,OTU_43,OTU_803,OTU_9,OTU_54,OTU_45,OTU_236,OTU_165,OTU_20,OTU_19,OTU_61,OTU_2,OTU_181,OTU_646,OTU_52,OTU_47,OTU_15,OTU_132,OTU_593,OTU_81,OTU_116,OTU_74,OTU_58,OTU_469,OTU_779,OTU_73,OTU_1163,OTU_112,OTU_4,OTU_5,OTU_558,OTU_153,OTU_12,OTU_451,OTU_1778,OTU_461,OTU_1,OTU_51,OTU_222,OTU_166,OTU_103,OTU_10,OTU_305,OTU_37,OTU_50,OTU_260,OTU_40,OTU_8,OTU_24,OTU_1440,OTU_68,OTU_59,OTU_1691,OTU_21,OTU_18,OTU_11,OTU_75,OTU_16,OTU_44,OTU_1504,OTU_69,OTU_141,OTU_115,OTU_98,OTU_466,OTU_161,OTU_134,OTU_111,OTU_39,OTU_31,OTU_35,OTU_17,OTU_33,OTU_169,OTU_183,OTU_173,OTU_297,OTU_38,OTU_90,OTU_55,OTU_816,OTU_65,OTU_119,OTU_78,OTU_57,OTU_29,OTU_30,OTU_110,OTU_96,OTU_307,OTU_1264,OTU_1199,OTU_49,OTU_197,OTU_71,OTU_333,OTU_113,OTU_218,OTU_319,OTU_137,OTU_152,OTU_534,OTU_871,OTU_64,OTU_94,OTU_56,OTU_211,OTU_706,OTU_23,OTU_1448,OTU_269,OTU_129,OTU_67,OTU_63,OTU_102,OTU_176,OTU_1891,OTU_120,OTU_264,OTU_228,OTU_97,OTU_811,OTU_754,OTU_1408,OTU_170,OTU_164,OTU_885,OTU_162,OTU_1842,OTU_252,OTU_180,OTU_247,OTU_242,OTU_257,OTU_277,OTU_226,OTU_148,OTU_196,OTU_276,OTU_22,OTU_1290,OTU_744,OTU_53,OTU_193,OTU_271,OTU_1993,OTU_2077,OTU_225,OTU_84,OTU_953,OTU_117,OTU_202,OTU_175,OTU_328,OTU_133,OTU_147,OTU_121,OTU_678,OTU_1071,OTU_128,OTU_425,OTU_150,OTU_836,OTU_240,OTU_1148,OTU_398,OTU_511,OTU_194,OTU_215,OTU_636,OTU_144,OTU_1170,OTU_87,OTU_85,OTU_699,OTU_184,OTU_944,OTU_105,OTU_663,OTU_594,OTU_807,OTU_14,OTU_841,OTU_1578,OTU_566,OTU_79,OTU_149,OTU_1310,OTU_217,OTU_155,OTU_246,OTU_301,OTU_130,OTU_262,OTU_34,OTU_107,OTU_163,OTU_82,OTU_339,OTU_140,OTU_235,OTU_291,OTU_263,OTU_1632,OTU_208,OTU_219,OTU_273,OTU_777,OTU_125,OTU_106,OTU_359,OTU_313,OTU_303,OTU_1870,OTU_172,OTU_265,OTU_136,OTU_355,OTU_349,OTU_36,OTU_1056,OTU_924,OTU_508,OTU_1640,OTU_299,OTU_83,OTU_394,OTU_72,OTU_108,OTU_220,OTU_95,OTU_124,OTU_661,OTU_232,OTU_241,OTU_142,OTU_70,OTU_821,OTU_41,OTU_802,OTU_201,OTU_1664,OTU_127,OTU_158,OTU_168,OTU_250,OTU_212,OTU_254,OTU_207,OTU_248,OTU_258,OTU_896,OTU_337,OTU_80,OTU_157,OTU_627,OTU_342,OTU_453,OTU_308,OTU_1177,OTU_60,OTU_138,OTU_2196,OTU_1306,OTU_131,OTU_99,OTU_139,OTU_838,OTU_780,OTU_151,OTU_174,OTU_48,OTU_288,OTU_1261,OTU_2158,OTU_1356,OTU_489,OTU_1047,OTU_186,OTU_114,OTU_473,OTU_344,OTU_350,OTU_185,OTU_321,OTU_501,OTU_154,OTU_179,OTU_1246,OTU_88,OTU_191,OTU_677,OTU_354,OTU_135,OTU_804,OTU_231,OTU_167,OTU_28,OTU_329,OTU_224,OTU_843,OTU_143,OTU_2018,OTU_335,OTU_27,OTU_86,OTU_920,OTU_122,OTU_2040,OTU_101,OTU_1739,OTU_62,OTU_91,OTU_204,OTU_77,OTU_1576,OTU_123,OTU_145,OTU_2119,OTU_334,OTU_205,OTU_975,OTU_940,OTU_188,OTU_388,OTU_253,OTU_281,OTU_244,OTU_209,OTU_433,OTU_458,OTU_443,OTU_1682,OTU_610,OTU_266,OTU_300,OTU_949,OTU_76,OTU_109,OTU_1786,OTU_314,OTU_980,OTU_229,OTU_320,OTU_289,OTU_26,OTU_200,OTU_311,OTU_178,OTU_32,OTU_1760,OTU_455,OTU_272,OTU_89,OTU_214,OTU_234,OTU_268,OTU_267,OTU_408,OTU_371,OTU_1407,OTU_245,OTU_171,OTU_380,OTU_366,OTU_464,OTU_537,OTU_177,OTU_233,OTU_1377,OTU_1115,OTU_986,OTU_42,OTU_118,OTU_325,OTU_298,OTU_1033,OTU_227,OTU_1102,OTU_338,OTU_286,OTU_283,OTU_100,OTU_160,OTU_480,OTU_449,OTU_187,OTU_1125,OTU_104,OTU_413,OTU_348,OTU_407,OTU_239,OTU_976,OTU_424,OTU_230,OTU_261,OTU_395,OTU_374,OTU_195,OTU_182,OTU_206,OTU_238,OTU_317,OTU_450,OTU_516,OTU_66,OTU_259,OTU_322,OTU_385,OTU_399,OTU_92,OTU_210,OTU_274,OTU_1583,OTU_146,OTU_792,OTU_216,OTU_159,OTU_376,OTU_190,OTU_189,OTU_243,OTU_465,OTU_237,OTU_1257,OTU_304,OTU_126,OTU_312,OTU_199,OTU_203,OTU_221,OTU_223,OTU_310,OTU_309,OTU_315,OTU_318,OTU_343,OTU_412,OTU_1975,OTU_418,OTU_213,OTU_362,OTU_432
27_T13_FDA,38.1424059718633,17.7433247200689,6.43123743898938,12.3313235716337,1.40683318977893,3.77548090726385,0.746482917025553,1.59345391903531,1.44989951191502,1.80878552971576,0.97616996841803,0.99052540913006,0.875681883433821,0.674705713465403,0.631639391329314,0.473729543496985,0.416307780648866,0.344530577088717,0.473729543496985,0.244042492104508,0.215331610680448,0.172265288544358,6.25897215044502,0.215331610680448,0.143554407120299,0.100488084984209,0.071777203560149,0.344530577088717,0.100488084984209,0.086132644272179,0.071777203560149,0.02871088142406,0.057421762848119,0.071777203560149,0.057421762848119,0.04306632213609,0.01435544071203,0.02871088142406,0.04306632213609,0.01435544071203,0.02871088142406,0.04306632213609,0.01435544071203,0.01435544071203,0.01435544071203,0.02871088142406,0.02871088142406,0.01435544071203,0.01435544071203,0.02871088142406,0.01435544071203,0.01435544071203,0.02871088142406,0.01435544071203,0.01435544071203,0.01435544071203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTROL2,1.47737765466297,0,3.00092336103416,1.00800246229609,0,0,0,0.307787011388119,0.030778701138812,0.061557402277624,0.007694675284703,0.046168051708218,0.046168051708218,0.038473376423515,0.023084025854109,0.061557402277624,0.123114804555248,0.507848568790397,0.023084025854109,0.015389350569406,0,0,9.30286241920591,0.23084025854109,0,0.015389350569406,0,0.107725453985842,0.030778701138812,0,0.015389350569406,0.007694675284703,0.038473376423515,0.330871037242228,0.130809479839951,0.100030778701139,0.430901815943367,0.146198830409357,0,0,0.061557402277624,0,0,0.007694675284703,8.7488457987073,0.100030778701139,0,0.015389350569406,0.507848568790397,0.261618959679902,0.277008310249307,0,0.28470298553401,0,0,4.15512465373961,16.2511542012927,3.97814712219144,3.31640504770699,2.99322868574946,1.56971375807941,3.01631271160357,2.70852570021545,2.5854108956602,1.63127116035703,1.0233918128655,1.14650661742074,0.815635580178516,1.00030778701139,1.2927054478301,1.5389350569406,0.800246229609111,0.784856879039704,1.58510310864881,0.584795321637427,0.600184672206833,1.59279778393352,0.700215450907972,0.95413973530317,1.26962142197599,0.523237919359803,0.777162203755002,0.546321945213912,0.36164973838104,0.430901815943367,0.492459218220991,0.43859649122807,0.523237919359803,0.28470298553401,0.43859649122807,0.28470298553401,0.277008310249307,0.269313634964604,0.523237919359803,0.36164973838104,0.28470298553401,0.300092336103416,0.277008310249307,0.223145583256387,0.138504155124654,0.246229609110496,0.15389350569406,0.146198830409357,0.107725453985842,0.130809479839951,0.223145583256387,0.15389350569406,0.861803631886734,0.084641428131733,0.130809479839951,0.123114804555248,0.253924284395199,0.138504155124654,0.130809479839951,0.277008310249307,0.084641428131733,0.092336103416436,0.092336103416436,0.069252077562327,0.069252077562327,0.100030778701139,0.100030778701139,0.092336103416436,0.061557402277624,0.069252077562327,0.046168051708218,0.092336103416436,0.07694675284703,0.038473376423515,0.107725453985842,0.07694675284703,0.053862726992921,0.053862726992921,0.038473376423515,0.038473376423515,0.030778701138812,0.046168051708218,0.061557402277624,0.023084025854109,0.107725453985842,0.169282856263466,0.046168051708218,0.046168051708218,0.015389350569406,0.023084025854109,0.015389350569406,0.015389350569406,0.038473376423515,0.084641428131733,0.030778701138812,0.023084025854109,0.023084025854109,0.015389350569406,0.046168051708218,0.030778701138812,0.053862726992921,0.038473376423515,0.053862726992921,0.015389350569406,0.023084025854109,0.023084025854109,0.084641428131733,0.007694675284703,0.030778701138812,0.061557402277624,0.007694675284703,0.007694675284703,0.015389350569406,0.038473376423515,0.023084025854109,0.007694675284703,0.015389350569406,0.007694675284703,0.007694675284703,0.023084025854109,0.023084025854109,0.015389350569406,0.007694675284703,0.015389350569406,0.069252077562327,0.007694675284703,0.030778701138812,0.015389350569406,0.007694675284703,0.007694675284703,0.007694675284703,0.015389350569406,0.030778701138812,0.007694675284703,0.015389350569406,0.007694675284703,0.007694675284703,0.007694675284703,0.015389350569406,0.007694675284703,0.007694675284703,0.007694675284703,0.007694675284703,0.007694675284703,0.007694675284703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16_T52_FDA,11.1153846153846,0,2.21153846153846,5.48076923076923,0,0,0,0.019230769230769,0.173076923076923,0.538461538461538,0,0.019230769230769,0.096153846153846,0.346153846153846,0,0.038461538461539,3.55769230769231,0.384615384615385,0.076923076923077,0.653846153846154,0.173076923076923,0.346153846153846,12.75,0.25,0.807692307692308,0.230769230769231,0,0.019230769230769,0.115384615384615,0,0,0,0,0.134615384615385,0.076923076923077,0.307692307692308,6.09615384615385,0.153846153846154,0,0,0,0,0,0,12.9038461538462,0,0,0,0,2.96153846153846,0,0,0,0,0,0.307692307692308,0.307692307692308,1.32692307692308,0.076923076923077,0,0,0,0,0,0,0,1.90384615384615,0.519230769230769,0,0,0,0,0,0,0,0.269230769230769,0,2.69230769230769,0.288461538461538,3.01923076923077,0,0,0.096153846153846,0,0,0,0,0,0,0.153846153846154,0,0.115384615384615,0.865384615384615,0.807692307692308,4.03846153846154,0,0,0,0,0,1.46153846153846,0,0.153846153846154,0,0,0.096153846153846,0,0,0.057692307692308,0,0.134615384615385,0.423076923076923,0,0,1.30769230769231,0,0.019230769230769,0,0,0.384615384615385,0,0,0.730769230769231,0,0,0,0,0,0,0,0,0,0,0.057692307692308,0.192307692307692,0.615384615384615,0.038461538461539,0,0,0,0,0,0.076923076923077,0,0.057692307692308,0,0.557692307692308,0,0.115384615384615,0,0,0,0,0.961538461538462,0.057692307692308,0,0,0,0.230769230769231,0,0,0,0.269230769230769,5.36538461538461,0,0.384615384615385,0.019230769230769,0,0.019230769230769,0.057692307692308,0,0.019230769230769,0,0.057692307692308,0.038461538461539,0,0.211538461538462,0,0.480769230769231,0.019230769230769,0.153846153846154,0.096153846153846,0,0,0,0,0,0.076923076923077,0,0,0,0.076923076923077,0,0,0.307692307692308,0,0.134615384615385,0,0,0,2.25,0.903846153846154,0.980769230769231,0.288461538461538,0.153846153846154,0.115384615384615,0.076923076923077,0.096153846153846,0.134615384615385,0.269230769230769,0.057692307692308,0.076923076923077,0.019230769230769,0.038461538461539,0.019230769230769,0.038461538461539,0.057692307692308,0.019230769230769,0.019230769230769,0.019230769230769,0.019230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30_T52_FDA,0.018208302986162,0,0,0.018208302986162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89949016751639,0,0,0,0,13.1281864530226,0,0,0,0,0,16.0779315367808,0,0,0,0,0,0,0,0,11.2345229424618,2.4217042971595,0,0,0,35.4333576110706,0.018208302986162,0,0,0,0,0,3.36853605243991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072833211944647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018208302986162,0,0,0,1.14712308812819,4.35178441369264,2.05753823743627,1.238164603059,0.600873998543336,0.455207574654042,0.054624908958485,1.85724690458849,0.364166059723234,0.072833211944647,0.018208302986162,0.036416605972323,0.018208302986162,0.018208302986162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21_T6_FDA,0,0,0,0,0,0,0,0,0.020502306509482,0,0,9.82060481804203,0,0,0,0,0,0.010251153254741,0,12.711430035879,0,0,0.010251153254741,0,0,0,0,0,0.010251153254741,0,6.43772424397745,0,5.57662737057919,0,0,0,0.051255766273706,0,0,0,0,0,0,0,0,0.030753459764224,0,0.010251153254741,0,0.758585340850846,0,0,0,0.09226037929267,0,0.697078421322399,0,9.03126601742696,0,0,0,0,0,0,0.030753459764224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010251153254741,0,0,0.143516145566376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6037929267043,0,0,0,0,0,0,0,0,0,0,0,0,0.051255766273706,0,0,0,0,0,0,0.102511532547412,0,0,0,0,0,0,0,0,0,0,0.399794976934905,0,0,0,0,0,3.92619169656586,0.256278831368529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133264992311635,0,0,0,0,0.010251153254741,0,0,0,0,0,0,0,0,0,0,0,0,0.44079958995387,0,0.348539210661199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071758072783188,0,0,0,0,0,0.625320348539211,0.041004613018965,0,0,0.481804202972834,0,0,0,0,14.9256791389031,6.26345463864685,2.52178370066633,0.389543823680164,0.328036904151717,0.307534597642235,0.041004613018965,0.082009226037929,0.020502306509482,0.102511532547412,0.010251153254741,0.010251153254741,0.030753459764224,0.010251153254741,0.010251153254741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20_S0_FDA,0,0,0.367924528301887,0.650943396226415,0,0,0,0.735849056603774,3.4622641509434,0.037735849056604,0,3.33962264150943,0.028301886792453,0.113207547169811,0,0.056603773584906,0.433962264150943,1.50943396226415,0.292452830188679,6.31132075471698,0.018867924528302,0.009433962264151,0.990566037735849,0.160377358490566,0.452830188679245,0,0,1.45283018867925,0,0,0,0,0.028301886792453,0.066037735849057,0.037735849056604,0.075471698113208,0,0.075471698113208,0.009433962264151,0,2.66037735849057,0.009433962264151,0,0,9.57547169811321,0,0.009433962264151,0.018867924528302,0.009433962264151,0.915094339622642,0,0,0.066037735849057,0.018867924528302,0,0.047169811320755,2.15094339622642,0.10377358490566,0,0,0.047169811320755,0,16.8490566037736,1.55660377358491,1.44339622641509,3.13207547169811,5.35849056603774,0.028301886792453,0.405660377358491,0,1.33962264150943,0,0,0,0.075471698113208,0.066037735849057,0.009433962264151,0,2.06603773584906,0,0,0.716981132075472,0,0,0,1.14150943396226,0.188679245283019,0,0.047169811320755,0.075471698113208,0.471698113207547,0.028301886792453,0.141509433962264,0.811320754716981,0.773584905660377,0,0,0,0,0.047169811320755,2.27358490566038,0.160377358490566,0.169811320754717,0,0.537735849056604,0.349056603773585,0.009433962264151,0,0.009433962264151,0,0.047169811320755,0.122641509433962,0,0.132075471698113,0,0.990566037735849,0.075471698113208,0.009433962264151,0,0.009433962264151,0,0.471698113207547,0.150943396226415,0.009433962264151,0,2.5377358490566,0,0,0,0.028301886792453,0,0,0.066037735849057,0,0,0.028301886792453,0,0,0.084905660377359,0,0,0,0,0.207547169811321,0.056603773584906,0,0,0.066037735849057,0,0,0,0,0.264150943396226,0,0,0.047169811320755,0,0,1,0.160377358490566,0.150943396226415,0,0.009433962264151,1.00943396226415,0.047169811320755,0,0,0,0.009433962264151,0.084905660377359,0.028301886792453,0,0,0.028301886792453,0,0.141509433962264,0.10377358490566,0,0,0,0,0.160377358490566,0,0.424528301886792,0,0.075471698113208,0,0.169811320754717,0,0.30188679245283,0,0.028301886792453,0,0,0.047169811320755,0.037735849056604,0.028301886792453,0,0,0.018867924528302,0.245283018867925,0,0,0.009433962264151,0.018867924528302,0,0,0.188679245283019,0.018867924528302,0,0,0,0.009433962264151,0,0.169811320754717,0,0.009433962264151,0,0.283018867924528,0.009433962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962264151,0,0.009433962264151,0.028301886792453,0,0,0,0,0,3.83018867924528,0,0.122641509433962,0,3.91509433962264,1.32075471698113,0.679245283018868,0.641509433962264,0.575471698113208,0.433962264150943,0.481132075471698,0.216981132075472,0.283018867924528,0.122641509433962,0.094339622641509,0.047169811320755,0.047169811320755,0.009433962264151,0.028301886792453,0.009433962264151,0.009433962264151,0.009433962264151,0.009433962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35_T80_FDA,0,4.25090002769316,1.70312932705622,0.036924213052709,0,0.004615526631589,0,0,0.27693159789532,0.636942675159236,0.004615526631589,0.078463952737007,0.20769869842149,0.096926059263362,0,0.004615526631589,0.295393704421675,0.992338225791563,0.041539739684298,0.027693159789532,0.110772639158128,0,1.92929013200406,0.175390012000369,0,0,0,0.013846579894766,0.06923289947383,0.009231053263177,0,0,0,0.050770792947475,0.027693159789532,0.101541585894951,0.013846579894766,0.087695006000185,0,0,0.549247669159051,0.013846579894766,0,0,55.880180928644,0.129234745684483,0.004615526631589,0,0,0.4477060832641,0.198467645158313,0,2.89855072463768,0,0,1.44004430905566,3.57241761284963,0,0,0,0,0,0.041539739684298,2.84777993169021,0.027693159789532,0.032308686421121,1.25080771716053,0,0.009231053263177,0,0,0,0,0,0,0,0,0,0.180005538631958,1.67543616726669,0.06923289947383,0,3.46626050032309,0,0,1.15388165789717,0.055386319579064,0,0,0.355395550632327,0.083079479368596,0.055386319579064,0.046155266315887,0.258469491368965,0.004615526631589,0,0,0,0,0.189236591895135,0,0.281547124526908,0,0.083079479368596,0.032308686421121,0.050770792947475,0,0.646173728422413,0,0,0,0.401550816948214,0.503092402843164,0.046155266315887,0,0,1.1400350780024,0,0,0.078463952737007,0,0.429243976737746,0,0,0,0,0,0,0,0,0,0.009231053263177,0.078463952737007,0.120003692421305,0,0.046155266315887,0,0.087695006000185,0.009231053263177,0,0.890796639896612,0,0,0.013846579894766,0,0,0.013846579894766,0,0.036924213052709,0,0.092310532631773,0.180005538631958,0,0.009231053263177,0,0,0,0,0,0,0,0,0,0,0,0.475399243053632,0.018462106526355,0.06923289947383,0,0.009231053263177,0,0.004615526631589,0,0,0.036924213052709,0,0.083079479368596,0.004615526631589,0,0,0.009231053263177,0,0,0,0.004615526631589,0.009231053263177,0,0.009231053263177,0,1.80928643958276,0.004615526631589,0.027693159789532,0,0.027693159789532,0.013846579894766,0,0,0.041539739684298,0,0.009231053263177,0,0,0.272316071263731,0,0,0,0,0.046155266315887,0,0,0,0,0,0,0,0,0.009231053263177,0,0,0.147696852210837,0,0,0,0,0,0,0,0,0,0.258469491368965,0.115388165789717,0,0,0,0,0,0,0,0,0.036924213052709,0,0,0.009231053263177,0,0.046155266315887,0,0,0,0.004615526631589,0.004615526631589,0,0,0,0,0,0,0,0,0,0.4477060832641,0,0.041539739684298,0.004615526631589,0,0,0,0,0,0,1.13080402473922,0.429243976737746,0.272316071263731,0.170774485368781,0.106157112526539,0.101541585894951,0.036924213052709,0.055386319579064,0.027693159789532,0.027693159789532,0.013846579894766,0.009231053263177,0.013846579894766,0.004615526631589,0.009231053263177,0.004615526631589,0.004615526631589,0.004615526631589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
